action,true_label,predicted_label,accuracy
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,1.0,1,1.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
1,0.0,1,0.0
1,0.0,1,0.0
0,0.0,0,1.0
0,0.0,0,1.0
1,0.0,1,0.0
1,0.0,1,0.0
0,0.0,0,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,1.0,1,1.0
0,0.0,0,1.0
0,0.0,0,1.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
1,0.0,1,0.0
0,0.0,0,1.0
1,1.0,1,1.0
0,0.0,0,1.0
0,0.0,0,1.0
1,0.0,1,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
1,0.0,1,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,1.0,0,0.0
