predicted_prob,predicted_label,true_label,expected_accuracy
0.4944758634298147,1,1,0.4944758634298147
0.4821159157676502,0,1,0.4821159157676502
0.49797472267320947,1,0,0.5020252773267906
0.493919678549153,0,1,0.493919678549153
0.4882869567584332,0,1,0.4882869567584332
0.5027407384287353,1,0,0.49725926157126465
0.4864236030321336,0,0,0.5135763969678664
0.48922780882028905,0,0,0.510772191179711
0.4931901451270853,0,0,0.5068098548729147
0.4938429757026342,1,0,0.5061570242973659
0.4869668176024663,0,0,0.5130331823975337
0.49454701243735755,0,1,0.49454701243735755
0.4967345298484002,0,0,0.5032654701515997
0.5164015754983221,0,0,0.4835984245016779
0.4921617415331529,1,0,0.507838258466847
0.4942930920478717,0,1,0.4942930920478717
0.49425146574025,1,0,0.5057485342597501
0.506317366672515,0,0,0.49368263332748497
0.4942631645603843,0,1,0.4942631645603843
0.4802366391826462,0,0,0.5197633608173537
0.4923537042089437,0,0,0.5076462957910564
0.49562014463204734,0,1,0.49562014463204734
0.5108325369943248,0,0,0.48916746300567515
0.4904858855047793,1,1,0.4904858855047793
0.5173559520942713,0,1,0.5173559520942713
0.49359506139719955,0,0,0.5064049386028004
0.5053521840960205,1,1,0.5053521840960205
0.48603679482502843,0,0,0.5139632051749716
0.49267028059246015,0,1,0.49267028059246015
0.4874527522189432,1,0,0.5125472477810569
0.49425041186987556,1,0,0.5057495881301244
0.46628570884045,0,1,0.46628570884045
0.4806100056170906,0,1,0.4806100056170906
0.5133980031985221,1,0,0.48660199680147787
0.49433728877853367,0,0,0.5056627112214663
0.4982739749637573,0,0,0.5017260250362428
0.4883008223492296,0,1,0.4883008223492296
0.4953283843380575,0,1,0.4953283843380575
0.49680739623300196,1,1,0.49680739623300196
0.5208104673647732,1,0,0.4791895326352268
0.49004027960856555,1,0,0.5099597203914344
0.4906317107113064,1,1,0.4906317107113064
0.5164980788626902,1,0,0.48350192113730983
0.4882840394361415,1,0,0.5117159605638585
0.4883406882047955,1,0,0.5116593117952045
0.4909468585952116,1,1,0.4909468585952116
0.5304213458453182,0,0,0.4695786541546818
0.5155326440314385,1,1,0.5155326440314385
0.4638990932735631,0,0,0.5361009067264368
0.4827855001852592,1,0,0.5172144998147408
0.4941618339515743,0,1,0.4941618339515743
0.4865262677648711,0,0,0.5134737322351288
0.5091028212583004,0,0,0.4908971787416996
0.4900909572535676,0,1,0.4900909572535676
0.5167947915619239,1,0,0.48320520843807613
0.4859888596232952,0,1,0.4859888596232952
0.47582998479559174,0,0,0.5241700152044082
0.4942015349073276,1,1,0.4942015349073276
0.4903123827397932,1,1,0.4903123827397932
0.4942544878911881,0,0,0.5057455121088119
0.4943054709299146,0,0,0.5056945290700854
0.4933210093250882,1,1,0.4933210093250882
0.496291856887164,1,1,0.496291856887164
0.4992127325694599,0,0,0.50078726743054
0.48805810297060903,1,0,0.511941897029391
0.49052134847543843,1,0,0.5094786515245615
0.4900905565008573,0,1,0.4900905565008573
0.4943164929405973,1,1,0.4943164929405973
0.4873876160736896,1,0,0.5126123839263104
0.4897117944312701,0,1,0.4897117944312701
0.49413788989930496,0,0,0.505862110100695
0.49426399470040683,0,1,0.49426399470040683
0.5221421640440913,1,0,0.4778578359559087
0.523747076781024,0,1,0.523747076781024
0.4875692972066385,1,0,0.5124307027933614
0.5024164456609055,1,1,0.5024164456609055
0.4689769539644715,1,1,0.4689769539644715
0.5007696673185592,1,0,0.4992303326814408
0.48702729015055196,1,1,0.48702729015055196
0.5040229585718939,0,0,0.49597704142810606
0.49977766692179915,1,0,0.5002223330782009
0.49428239579092137,0,1,0.49428239579092137
0.4804996254273553,1,0,0.5195003745726448
0.500652847643623,0,0,0.49934715235637706
0.4875905137979823,1,1,0.4875905137979823
0.5118977711382068,0,0,0.4881022288617932
0.49417428279185033,0,0,0.5058257172081497
0.5017562284317872,0,1,0.5017562284317872
0.510024187753474,1,0,0.489975812246526
0.49571233898437544,1,0,0.5042876610156246
0.5041836478924975,1,1,0.5041836478924975
0.5030685931046596,1,1,0.5030685931046596
0.523777925161121,1,1,0.523777925161121
0.48710033936933855,0,0,0.5128996606306615
0.4718191050102561,1,1,0.4718191050102561
0.4971970863549237,1,0,0.5028029136450762
0.4884407571494956,0,1,0.4884407571494956
0.5005109233091195,0,0,0.4994890766908805
0.4836304856980743,0,0,0.5163695143019257
0.5085678248092388,0,1,0.5085678248092388
0.5176013320670492,1,1,0.5176013320670492
0.5334211824899342,1,0,0.4665788175100658
0.4943321808665216,0,0,0.5056678191334785
0.48313282195228524,1,0,0.5168671780477148
0.491144678867346,0,0,0.5088553211326541
0.48009785752850676,1,1,0.48009785752850676
0.49213937939306823,1,1,0.49213937939306823
0.464953091919788,1,0,0.535046908080212
0.48809606493517504,0,0,0.5119039350648249
0.4701382001031593,0,0,0.5298617998968407
0.4863473797880901,0,0,0.5136526202119098
0.5007375126398195,0,0,0.49926248736018053
0.5014987864277597,1,0,0.4985012135722403
0.4934950077823993,1,0,0.5065049922176007
0.48760405983037863,1,0,0.5123959401696214
0.4939584115023661,0,0,0.5060415884976339
0.4808686808934666,0,0,0.5191313191065334
0.5090400452130642,1,1,0.5090400452130642
0.49027818957575137,1,1,0.49027818957575137
0.491125992232631,1,1,0.491125992232631
0.4765598941400532,0,1,0.4765598941400532
0.5149901300078957,0,0,0.48500986999210427
0.5082421429164881,1,0,0.49175785708351194
0.4826918954521905,0,1,0.4826918954521905
0.5016653059005699,0,1,0.5016653059005699
0.5059904311882473,1,0,0.49400956881175273
0.4875462716315546,0,0,0.5124537283684454
0.49393878369093275,1,1,0.49393878369093275
0.4831860464178553,0,1,0.4831860464178553
0.5112389447128516,1,1,0.5112389447128516
0.5068998780102514,1,1,0.5068998780102514
0.4988621812891654,1,1,0.4988621812891654
0.47931384094157187,1,1,0.47931384094157187
0.5271468040732239,0,0,0.4728531959267761
0.48946849025319683,0,1,0.48946849025319683
0.5164721506327945,1,1,0.5164721506327945
0.4939490319184172,0,0,0.5060509680815828
0.48123247449380374,1,1,0.48123247449380374
0.4979670844506542,1,0,0.5020329155493458
0.49383735463117195,1,0,0.506162645368828
0.5024136715173424,1,0,0.4975863284826576
0.487871718280796,0,1,0.487871718280796
0.5212664238338367,0,0,0.4787335761661633
0.5022850343171229,1,0,0.4977149656828771
0.5022478674953295,0,1,0.5022478674953295
0.5090443062311779,0,1,0.5090443062311779
0.4990035222000831,0,1,0.4990035222000831
0.5198016130186773,1,1,0.5198016130186773
0.4953890318850164,0,1,0.4953890318850164
0.49399120255299567,1,0,0.5060087974470043
0.5376000104110702,0,1,0.5376000104110702
0.4965770734150445,0,0,0.5034229265849555
0.49171991565780915,0,0,0.5082800843421909
0.4921381061371416,0,1,0.4921381061371416
0.4947453418309696,0,1,0.4947453418309696
0.49411780674485906,0,0,0.5058821932551409
0.4869383777082883,1,0,0.5130616222917117
0.5060425131463605,1,1,0.5060425131463605
0.4898061490221836,0,1,0.4898061490221836
0.5094993829055597,0,1,0.5094993829055597
0.53869929954657,0,0,0.46130070045342997
0.4833099416150096,0,1,0.4833099416150096
0.5082077930186094,0,1,0.5082077930186094
0.47713466698786444,0,0,0.5228653330121356
0.5317623693633752,0,1,0.5317623693633752
0.4938799084380816,1,0,0.5061200915619184
0.5101219858022357,1,1,0.5101219858022357
0.5073632129807092,1,1,0.5073632129807092
0.48763077009133304,0,1,0.48763077009133304
0.49396557114945294,0,1,0.49396557114945294
0.5343476030928125,0,0,0.4656523969071875
0.5003995818937867,0,1,0.5003995818937867
0.494010559024952,1,0,0.505989440975048
0.4940415833290555,1,0,0.5059584166709445
0.47675385992081415,0,1,0.47675385992081415
0.48909284351314575,0,1,0.48909284351314575
0.4807446816553959,0,0,0.519255318344604
0.48536952620995794,0,1,0.48536952620995794
0.5272592483505161,1,0,0.4727407516494839
0.47941884557555886,1,0,0.5205811544244412
0.47805819377766956,0,1,0.47805819377766956
0.49377490303703786,0,0,0.5062250969629621
0.4880326578247563,0,0,0.5119673421752438
0.4891910774212676,0,1,0.4891910774212676
0.4820879204599654,0,0,0.5179120795400346
0.48306583514118173,1,0,0.5169341648588183
0.4861484589553652,1,1,0.4861484589553652
0.48210925750580597,0,0,0.5178907424941941
0.4933103761386722,1,1,0.4933103761386722
0.49252159943380613,0,0,0.5074784005661939
0.4992267857048586,1,0,0.5007732142951413
0.49388127782885755,0,0,0.5061187221711425
0.5002977947963074,1,1,0.5002977947963074
0.5049171646125782,1,0,0.4950828353874218
0.4936956702801852,1,1,0.4936956702801852
0.48259661870371695,1,0,0.517403381296283
0.49635944637348717,0,1,0.49635944637348717
0.4909979833596781,1,1,0.4909979833596781
0.4652895796922015,1,0,0.5347104203077985
0.4880353158639175,0,0,0.5119646841360825
0.48782194745032786,0,1,0.48782194745032786
0.4944037504105306,1,0,0.5055962495894695
0.49431695215367516,0,0,0.5056830478463248
0.4990325501745247,1,0,0.5009674498254753
0.48819548882323677,0,0,0.5118045111767633
0.49442037857705184,0,0,0.5055796214229482
0.4926328048936826,1,0,0.5073671951063174
0.4842195125276934,1,1,0.4842195125276934
0.4880892296247125,1,0,0.5119107703752874
0.5022340260471092,0,1,0.5022340260471092
0.4869657880567585,0,1,0.4869657880567585
0.5043168315884974,1,1,0.5043168315884974
0.4916732684447213,1,0,0.5083267315552786
0.5010844120043958,1,1,0.5010844120043958
0.49943486254198155,0,1,0.49943486254198155
0.494049465110667,0,0,0.505950534889333
0.4850072124030594,1,1,0.4850072124030594
0.5292374005980485,1,0,0.47076259940195153
0.4939149364980508,1,0,0.5060850635019492
0.4817453430157219,1,0,0.5182546569842781
0.5076725046700715,1,1,0.5076725046700715
0.508549426066935,1,0,0.491450573933065
0.4939174033278868,0,0,0.5060825966721132
0.48727399670840477,0,0,0.5127260032915952
0.5093678175927882,1,1,0.5093678175927882
0.5101728958185983,0,0,0.48982710418140174
0.4917818452143038,1,0,0.5082181547856962
0.4866435797390558,0,1,0.4866435797390558
0.49396937489977893,1,1,0.49396937489977893
0.4869656718742781,1,0,0.5130343281257219
0.4860945742276233,0,1,0.4860945742276233
0.5073602577049928,1,0,0.4926397422950072
0.5171640500803165,1,1,0.5171640500803165
0.4816904701310211,1,1,0.4816904701310211
0.5424321045839949,0,1,0.5424321045839949
0.49720053753579074,0,0,0.5027994624642093
0.48726913753232326,1,1,0.48726913753232326
0.5096279175040186,1,0,0.4903720824959814
0.48035167047636174,0,0,0.5196483295236383
0.500068314389753,1,1,0.500068314389753
0.5000066708854324,1,0,0.4999933291145676
0.48722784596329055,1,1,0.48722784596329055
0.5186681842116397,0,1,0.5186681842116397
0.5023886172416339,1,0,0.49761138275836614
0.4722965287590554,0,1,0.4722965287590554
0.48147618891267313,0,1,0.48147618891267313
0.5061787783099999,1,0,0.4938212216900001
0.4918458042771024,1,1,0.4918458042771024
0.48176036401875694,0,1,0.48176036401875694
0.5038974861271182,0,0,0.49610251387288185
0.4907046834103137,1,0,0.5092953165896863
0.4907516864475732,0,1,0.4907516864475732
0.49410020995931353,0,1,0.49410020995931353
0.4894049906550335,1,0,0.5105950093449665
0.4875140769410687,0,0,0.5124859230589314
0.4872351636120528,1,0,0.5127648363879471
0.4866170146063806,1,1,0.4866170146063806
0.4895898614310679,0,0,0.5104101385689321
0.5076359232992854,1,1,0.5076359232992854
0.4941027786450536,0,1,0.4941027786450536
0.5050043798292153,1,0,0.4949956201707847
0.48435265440550535,0,0,0.5156473455944947
0.5330508089895766,0,0,0.4669491910104234
0.46195280708545383,1,1,0.46195280708545383
0.481824940301512,0,0,0.518175059698488
0.48130193288379586,0,1,0.48130193288379586
0.48675761137129153,0,0,0.5132423886287085
0.4812791881524815,1,0,0.5187208118475185
0.4891508121542169,1,0,0.510849187845783
0.5016955913308119,0,0,0.4983044086691881
0.49396253597898915,1,0,0.5060374640210108
0.4864811041995868,1,1,0.4864811041995868
0.4940699816421209,1,0,0.5059300183578791
0.4933239474859941,1,0,0.5066760525140059
0.4867706737634747,1,0,0.5132293262365253
0.49190758631393516,1,1,0.49190758631393516
0.5046930053452682,1,1,0.5046930053452682
0.4908498222465594,1,0,0.5091501777534406
0.49406512661677626,1,0,0.5059348733832237
0.493991014204219,1,1,0.493991014204219
0.5031288116561152,1,0,0.4968711883438848
0.4921963649685259,1,0,0.5078036350314741
0.48789113481422847,1,0,0.5121088651857715
0.4874948589552811,1,0,0.5125051410447189
0.502341685028104,1,1,0.502341685028104
0.5077072575435673,0,0,0.49229274245643273
0.5000371156599546,0,1,0.5000371156599546
0.49296477142268746,1,0,0.5070352285773125
0.4857734578708956,1,0,0.5142265421291043
0.49393933583312655,1,0,0.5060606641668735
0.49259686617210885,1,0,0.5074031338278912
0.4945194568914811,1,0,0.505480543108519
0.4825572074444053,0,0,0.5174427925555947
0.4993884281249107,1,0,0.5006115718750893
0.47868788320631894,1,1,0.47868788320631894
0.5048428639277682,1,1,0.5048428639277682
0.49438691085842085,0,1,0.49438691085842085
0.5136740104871433,0,0,0.48632598951285666
0.4871039274748298,0,1,0.4871039274748298
0.51640337871035,1,1,0.51640337871035
0.4951361423478977,0,0,0.5048638576521023
0.48654714006123984,0,1,0.48654714006123984
0.5050931723191201,1,1,0.5050931723191201
0.49385415454868764,0,0,0.5061458454513124
0.49651466871563893,0,1,0.49651466871563893
0.5168947565013886,0,1,0.5168947565013886
0.4797233242850411,0,0,0.5202766757149588
0.49964711384706717,1,1,0.49964711384706717
0.5021491212611053,0,0,0.49785087873889466
0.4890570997165081,1,0,0.5109429002834919
0.48878492877716173,0,1,0.48878492877716173
0.488279027760207,1,0,0.5117209722397931
0.4892625668355175,1,1,0.4892625668355175
0.4937382266256036,0,1,0.4937382266256036
0.49928844376539405,0,1,0.49928844376539405
0.5423744256412573,1,0,0.45762557435874274
0.4954612410917258,0,1,0.4954612410917258
0.5060604779729795,0,0,0.4939395220270205
0.5048158254379024,0,1,0.5048158254379024
0.46149296133260487,1,1,0.46149296133260487
0.4836293889323408,0,0,0.5163706110676591
0.49373568874770213,0,1,0.49373568874770213
0.4757261392976543,1,0,0.5242738607023457
0.5032967140936109,0,1,0.5032967140936109
0.5023117621724892,1,0,0.4976882378275108
0.4937352296676211,1,1,0.4937352296676211
0.5040523114958986,0,0,0.4959476885041014
0.4867904442114024,1,0,0.5132095557885976
0.4989144742407902,0,0,0.5010855257592097
0.4821460290578905,0,0,0.5178539709421095
0.48680351161910473,1,0,0.5131964883808953
0.4939922118072099,0,1,0.4939922118072099
0.49357217789824887,0,1,0.49357217789824887
0.4783474509294254,0,0,0.5216525490705746
0.49384111857091817,1,0,0.5061588814290818
0.48486616783472225,0,1,0.48486616783472225
0.4882289144237619,1,1,0.4882289144237619
0.499968944420849,0,1,0.499968944420849
0.513477645181242,1,1,0.513477645181242
0.4819444616541623,0,0,0.5180555383458376
0.48673599025755226,1,0,0.5132640097424477
0.48181295554860815,1,1,0.48181295554860815
0.5393528654447578,1,1,0.5393528654447578
0.5024277177234177,1,0,0.49757228227658234
0.48595855189595993,1,1,0.48595855189595993
0.49921422474301563,1,0,0.5007857752569844
0.4882375965470579,0,1,0.4882375965470579
0.5023361811864047,0,1,0.5023361811864047
0.5085449532550006,0,1,0.5085449532550006
0.492984095327044,0,0,0.507015904672956
0.4877796492601526,1,0,0.5122203507398474
0.5104622659179295,0,0,0.48953773408207046
0.48582532386738836,0,0,0.5141746761326116
0.5129331959654619,1,1,0.5129331959654619
0.49396452739819235,0,1,0.49396452739819235
0.5023085171087411,0,0,0.49769148289125886
0.4847909134715675,0,1,0.4847909134715675
0.4990728663287398,1,0,0.5009271336712602
0.5111375536293116,1,0,0.48886244637068843
0.49074501133432846,0,0,0.5092549886656715
0.5011384684658093,0,1,0.5011384684658093
0.4938557064135327,0,1,0.4938557064135327
0.5029285131195378,1,1,0.5029285131195378
0.4782654165076695,1,0,0.5217345834923305
0.5028733061473752,0,1,0.5028733061473752
0.4931877370452774,1,0,0.5068122629547226
0.4937592560833637,0,0,0.5062407439166363
0.48669164838229106,0,0,0.5133083516177089
0.4798378399374056,1,1,0.4798378399374056
0.4906193132521616,1,1,0.4906193132521616
0.4873866373213568,1,1,0.4873866373213568
0.5156570145677456,0,0,0.4843429854322544
0.4981642216073445,0,0,0.5018357783926555
0.49548216738546763,0,1,0.49548216738546763
0.49388787206686013,1,1,0.49388787206686013
0.5373187143232653,1,0,0.4626812856767347
0.48662328658977755,0,0,0.5133767134102225
0.5045897489547548,0,1,0.5045897489547548
0.5020496178665231,1,1,0.5020496178665231
0.5071120861581137,0,1,0.5071120861581137
0.5083753427508928,0,0,0.4916246572491072
0.4704457676780848,0,1,0.4704457676780848
0.4860174673585043,0,1,0.4860174673585043
0.5386991919077209,0,0,0.46130080809227914
0.49029654922416765,0,0,0.5097034507758323
0.48180607308967976,1,0,0.5181939269103202
0.500334299108276,0,0,0.499665700891724
0.4801729033811089,0,1,0.4801729033811089
0.4944535885705515,0,1,0.4944535885705515
0.4996245352482346,0,1,0.4996245352482346
0.4867882490525677,0,1,0.4867882490525677
0.5102476963670723,0,1,0.5102476963670723
0.48979916483658187,1,1,0.48979916483658187
0.5027896204718999,0,1,0.5027896204718999
0.4798423193399471,0,1,0.4798423193399471
0.50597732077363,1,0,0.49402267922637
0.5037036931082635,0,1,0.5037036931082635
0.5293800629562454,0,1,0.5293800629562454
0.4940277895693526,0,0,0.5059722104306474
0.4949264515757736,1,0,0.5050735484242264
0.49919956001229504,1,0,0.500800439987705
0.5033582441703561,0,0,0.49664175582964387
0.5122091173623772,0,0,0.4877908826376228
0.5118275360100435,0,1,0.5118275360100435
0.49633603846495783,0,0,0.5036639615350422
0.4920019437964237,1,0,0.5079980562035763
0.4877666251529903,0,1,0.4877666251529903
0.5020111464606573,1,0,0.49798885353934275
0.4949400863555709,1,0,0.5050599136444291
0.48961186131477347,0,0,0.5103881386852265
0.4943288169634188,0,0,0.5056711830365812
0.5067992764256386,0,1,0.5067992764256386
0.5244946885223936,1,0,0.47550531147760644
0.4908233608101719,0,0,0.509176639189828
0.49424672780517803,0,0,0.5057532721948219
0.4942064603764716,1,0,0.5057935396235285
0.49581372998675977,0,0,0.5041862700132402
0.49963954845768654,0,0,0.5003604515423135
0.4861622968767849,0,0,0.5138377031232151
0.4720997717950011,1,0,0.5279002282049989
0.4990238995537705,0,0,0.5009761004462294
0.4811836989526692,0,1,0.4811836989526692
0.5283421268933992,1,0,0.4716578731066008
0.4895627104629546,1,0,0.5104372895370455
0.5042916394284439,0,0,0.4957083605715561
0.4942518990660286,1,1,0.4942518990660286
0.5027548531278871,0,0,0.49724514687211285
0.4913145338965387,0,1,0.4913145338965387
0.5004500219319098,0,0,0.4995499780680902
0.48196865091353386,1,0,0.5180313490864661
0.5099623464173054,0,1,0.5099623464173054
0.49878614812825495,0,0,0.501213851871745
0.5002178794624044,1,0,0.49978212053759563
0.4802138207982943,0,1,0.4802138207982943
0.5030899543331325,0,0,0.4969100456668675
0.5231278025741736,1,1,0.5231278025741736
0.513090786047687,1,1,0.513090786047687
0.5024042380552898,1,0,0.4975957619447102
0.49849420227803254,0,0,0.5015057977219675
0.49360638567438286,0,0,0.5063936143256171
0.48282404317200994,1,1,0.48282404317200994
0.491565683649068,1,1,0.491565683649068
0.4991541417477261,1,1,0.4991541417477261
0.48666538554925565,0,1,0.48666538554925565
0.5020599317060722,0,0,0.4979400682939278
0.4840318035116121,0,1,0.4840318035116121
0.48623873405159806,1,0,0.5137612659484019
0.5053005662712517,0,1,0.5053005662712517
0.4990157722440091,0,1,0.4990157722440091
0.4998134533810502,0,1,0.4998134533810502
0.5256053000431715,1,0,0.4743946999568285
0.501982120245205,0,1,0.501982120245205
0.5431723487281351,1,1,0.5431723487281351
0.54255170533815,0,0,0.45744829466185
0.4935134448267582,0,1,0.4935134448267582
0.4854293541961132,0,0,0.5145706458038868
0.49730233590265094,0,1,0.49730233590265094
0.49497188489049027,0,1,0.49497188489049027
0.49329482791057366,0,1,0.49329482791057366
0.5130203604411009,0,1,0.5130203604411009
0.4750783985035684,0,1,0.4750783985035684
0.49018450442354666,1,1,0.49018450442354666
0.524157161164758,0,0,0.47584283883524203
0.5242985341351826,1,1,0.5242985341351826
0.49450139167969076,1,1,0.49450139167969076
0.5167598469423086,1,0,0.4832401530576914
0.4905043304539476,0,0,0.5094956695460524
0.5029012651036201,0,1,0.5029012651036201
0.4896173770241207,0,0,0.5103826229758792
0.4938755722570608,0,1,0.4938755722570608
0.5012453555285034,0,0,0.49875464447149664
0.4895587932637453,1,0,0.5104412067362547
0.5024105812688143,1,0,0.4975894187311857
0.48660054704030653,0,1,0.48660054704030653
0.49829468984520264,0,0,0.5017053101547974
0.49386435527308364,0,0,0.5061356447269163
0.48935395527449316,0,0,0.5106460447255068
0.505946291776808,0,1,0.505946291776808
0.5021018155271989,1,0,0.4978981844728011
0.4888412250367242,0,1,0.4888412250367242
0.47291122607773933,0,0,0.5270887739222607
0.5017432330995223,1,0,0.4982567669004777
0.48358897853064386,1,1,0.48358897853064386
0.4762467026795709,1,1,0.4762467026795709
0.5081917013252796,0,1,0.5081917013252796
0.5243437747678701,0,1,0.5243437747678701
0.4960813892444062,0,1,0.4960813892444062
0.49445780654889104,0,1,0.49445780654889104
0.4796897860720174,1,0,0.5203102139279826
0.4757616146074213,1,0,0.5242383853925787
0.5076892271086542,0,1,0.5076892271086542
0.48722573816586223,0,0,0.5127742618341378
0.4939493366218321,1,1,0.4939493366218321
0.48856762987575564,0,1,0.48856762987575564
0.5082979791165245,0,1,0.5082979791165245
0.5000330005037144,1,1,0.5000330005037144
0.4947121521822943,1,1,0.4947121521822943
0.4827267752442834,1,0,0.5172732247557166
0.48391288443177327,0,1,0.48391288443177327
0.5030562723193479,0,1,0.5030562723193479
0.5222790927346573,0,0,0.47772090726534266
0.48015647578294585,1,0,0.5198435242170542
0.4858351068584512,1,0,0.5141648931415488
0.5185247539279912,0,1,0.5185247539279912
0.4858256400958739,0,0,0.5141743599041261
0.5011388379483486,1,0,0.49886116205165143
0.5020275059810854,1,1,0.5020275059810854
0.5181054065237158,0,1,0.5181054065237158
0.5182424985186725,1,1,0.5182424985186725
0.5089297342650397,1,1,0.5089297342650397
0.5024536743588466,0,0,0.4975463256411534
0.4961219961550821,1,1,0.4961219961550821
0.5355931363370519,0,0,0.46440686366294814
0.49002428414894533,1,1,0.49002428414894533
0.48019895971432486,0,0,0.5198010402856752
0.47998234182389726,0,1,0.47998234182389726
0.48510470470459943,0,1,0.48510470470459943
0.5015324657034907,1,1,0.5015324657034907
0.5078802236120458,1,0,0.49211977638795423
0.4800269392220388,1,0,0.5199730607779611
0.4866313865075796,1,0,0.5133686134924205
0.49431044600441454,0,0,0.5056895539955855
0.4868369591887881,0,1,0.4868369591887881
0.5098498075555701,1,0,0.4901501924444299
0.49184905461242256,1,1,0.49184905461242256
0.5062084253493808,0,0,0.4937915746506192
0.50156504685485,1,0,0.49843495314514996
0.4939779533553312,0,1,0.4939779533553312
0.47239658696944153,0,1,0.47239658696944153
0.5172267176142913,1,0,0.4827732823857087
0.501882720676829,0,0,0.49811727932317096
0.4897029363632462,1,1,0.4897029363632462
0.49977582919125746,0,0,0.5002241708087425
0.516596098755294,1,1,0.516596098755294
0.5006602541735817,0,0,0.49933974582641827
0.4906853007134683,1,0,0.5093146992865317
0.5242213369023767,1,0,0.4757786630976233
0.5274507672737782,1,0,0.47254923272622185
0.5105715963806526,1,0,0.48942840361934736
0.48323124900533637,1,0,0.5167687509946637
0.48664787847429203,1,0,0.513352121525708
0.48843877302084443,1,1,0.48843877302084443
0.4882775060255777,0,1,0.4882775060255777
0.4985222592241128,0,1,0.4985222592241128
0.5089945859339277,1,0,0.49100541406607234
0.49279447878357996,0,1,0.49279447878357996
0.4939427427381295,1,0,0.5060572572618705
0.5069959951270347,0,0,0.49300400487296525
0.4841905027576556,1,0,0.5158094972423444
0.5025018941913412,1,1,0.5025018941913412
0.5089548536633586,0,0,0.4910451463366414
0.47652481538807406,0,1,0.47652481538807406
0.4957705510883345,1,1,0.4957705510883345
0.4984183657584839,0,0,0.501581634241516
0.4866165282513597,0,0,0.5133834717486403
0.4897662601402938,0,0,0.5102337398597062
0.4605890220235752,0,0,0.5394109779764248
0.49763276334168155,0,0,0.5023672366583185
0.5357926911349342,1,0,0.4642073088650658
0.4945287872686975,1,0,0.5054712127313026
0.4945193742321327,0,1,0.4945193742321327
0.49760763457581775,0,0,0.5023923654241822
0.48662761259014425,1,0,0.5133723874098557
0.48533252013190403,1,1,0.48533252013190403
0.49244002326213426,1,0,0.5075599767378658
0.4887959462948572,0,0,0.5112040537051428
0.48122291224682723,1,1,0.48122291224682723
0.5173221744764447,0,1,0.5173221744764447
0.4829810435039082,0,0,0.5170189564960919
0.48214349706375265,0,1,0.48214349706375265
0.4914251670183709,1,1,0.4914251670183709
0.4951612911908096,0,0,0.5048387088091904
0.47978800227597024,1,0,0.5202119977240298
0.5026380734109931,1,0,0.4973619265890069
0.48597314389207275,1,1,0.48597314389207275
0.5121539243728063,0,0,0.48784607562719373
0.49732891195364476,0,1,0.49732891195364476
0.5417873481788441,1,0,0.4582126518211559
0.496748336164741,0,0,0.503251663835259
0.49299633690415995,1,1,0.49299633690415995
0.506827629431434,1,0,0.493172370568566
0.5010693701190359,0,1,0.5010693701190359
0.5248572724958553,0,0,0.47514272750414466
0.5006372852576805,1,1,0.5006372852576805
0.5082705936221948,1,0,0.49172940637780516
0.4937575972371219,0,0,0.506242402762878
0.4798974723186981,1,0,0.5201025276813018
0.49356106442621195,1,0,0.506438935573788
0.4893228186584643,0,1,0.4893228186584643
0.5185286557800313,0,1,0.5185286557800313
